ID,RoadUser,Gender,Age,AgeGroup,PersonID
5795,Motorcycle rider,Male,23,17_to_25,5795
5796,Driver,Male,82,75_or_older,5796
5797,Driver,Male,59,40_to_64,5797
5798,Passenger,Female,25,17_to_25,5798
5799,Driver,Male,19,17_to_25,5799
5800,Driver,Male,23,17_to_25,5800
5801,Pedestrian,Male,68,65_to_74,5801
5802,Driver,Male,43,40_to_64,5802
5803,Passenger,Male,21,17_to_25,5803
5804,Driver,Male,28,26_to_39,5804
5805,Driver,Male,20,17_to_25,5805
5806,Driver,Female,56,40_to_64,5806
5807,Driver,Male,36,26_to_39,5807
5808,Motorcycle rider,Male,47,40_to_64,5808
5809,Driver,Male,90,75_or_older,5809
5810,Pedestrian,Female,83,75_or_older,5810
5811,Motorcycle rider,Male,25,17_to_25,5811
5812,Motorcycle rider,Male,43,40_to_64,5812
5813,Pedestrian,Female,81,75_or_older,5813
5814,Driver,Female,18,17_to_25,5814
5815,Pedestrian,Male,69,65_to_74,5815
5816,Driver,Male,74,65_to_74,5816
5817,Pedestrian,Male,46,40_to_64,5817
5818,Driver,Male,75,75_or_older,5818
5819,Motorcycle rider,Male,26,26_to_39,5819
5820,Driver,Female,75,75_or_older,5820
5821,Passenger,Female,23,17_to_25,5821
5822,Driver,Male,24,17_to_25,5822
5823,Driver,Male,78,75_or_older,5823
5824,Pedestrian,Female,80,75_or_older,5824
5825,Driver,Male,66,65_to_74,5825
5826,Driver,Male,20,17_to_25,5826
5827,Pedal cyclist,Male,66,65_to_74,5827
5828,Motorcycle rider,Male,62,40_to_64,5828
5829,Driver,Female,30,26_to_39,5829
5830,Driver,Female,42,40_to_64,5830
5831,Driver,Male,42,40_to_64,5831
5832,Driver,Male,63,40_to_64,5832
5833,Driver,Male,62,40_to_64,5833
5834,Passenger,Male,41,40_to_64,5834
5835,Passenger,Male,14,0_to_16,5835
5836,Passenger,Male,20,17_to_25,5836
5837,Driver,Male,91,75_or_older,5837
5838,Driver,Male,29,26_to_39,5838
5839,Driver,Male,86,75_or_older,5839
5840,Pedestrian,Male,78,75_or_older,5840
5841,Passenger,Male,21,17_to_25,5841
5842,Passenger,Male,7,0_to_16,5842
5843,Driver,Male,31,26_to_39,5843
5844,Driver,Male,35,26_to_39,5844
5845,Passenger,Male,17,17_to_25,5845
5846,Passenger,Female,28,26_to_39,5846
5847,Passenger,Male,19,17_to_25,5847
5848,Motorcycle rider,Male,26,26_to_39,5848
5849,Driver,Male,50,40_to_64,5849
5850,Passenger,Male,55,40_to_64,5850
5851,Pedal cyclist,Male,66,65_to_74,5851
5852,Driver,Male,82,75_or_older,5852
5853,Driver,Male,27,26_to_39,5853
5854,Driver,Male,86,75_or_older,5854
5855,Passenger,Male,92,75_or_older,5855
5856,Driver,Female,26,26_to_39,5856
5857,Driver,Male,90,75_or_older,5857
5858,Driver,Male,46,40_to_64,5858
5859,Pedestrian,Male,80,75_or_older,5859
5860,Driver,Male,20,17_to_25,5860
5861,Driver,Male,36,26_to_39,5861
5862,Pedestrian,Male,29,26_to_39,5862
5863,Pedestrian,Male,72,65_to_74,5863
5864,Driver,Male,26,26_to_39,5864
5865,Driver,Male,47,40_to_64,5865
5866,Driver,Male,38,26_to_39,5866
5867,Pedestrian,Male,43,40_to_64,5867
5868,Passenger,Male,27,26_to_39,5868
5869,Driver,Female,25,17_to_25,5869
5870,Pedestrian,Male,89,75_or_older,5870
5871,Pedestrian,Female,86,75_or_older,5871
5872,Driver,Male,53,40_to_64,5872
5873,Pedestrian,Male,78,75_or_older,5873
5874,Pedestrian,Female,62,40_to_64,5874
5875,Driver,Male,51,40_to_64,5875
5876,Motorcycle rider,Male,24,17_to_25,5876
5877,Passenger,Male,18,17_to_25,5877
5878,Driver,Male,56,40_to_64,5878
5879,Driver,Male,23,17_to_25,5879
5880,Driver,Female,47,40_to_64,5880
5881,Motorcycle rider,Male,27,26_to_39,5881
5882,Passenger,Female,0,0_to_16,5882
5883,Driver,Female,92,75_or_older,5883
5884,Motorcycle rider,Male,58,40_to_64,5884
5885,Driver,Male,36,26_to_39,5885
5886,Pedestrian,Male,25,17_to_25,5886
5887,Pedestrian,Female,31,26_to_39,5887
5888,Passenger,Male,29,26_to_39,5888
5889,Driver,Male,35,26_to_39,5889
5890,Pedestrian,Male,23,17_to_25,5890
5891,Motorcycle rider,Male,63,40_to_64,5891
5892,Driver,Female,21,17_to_25,5892
5893,Passenger,Female,48,40_to_64,5893
5894,Pedestrian,Female,19,17_to_25,5894
5895,Pedestrian,Male,91,75_or_older,5895
5896,Driver,Female,75,75_or_older,5896
5897,Driver,Male,23,17_to_25,5897
5898,Driver,Male,57,40_to_64,5898
5899,Driver,Male,20,17_to_25,5899
5900,Motorcycle rider,Male,40,40_to_64,5900
5901,Passenger,Female,70,65_to_74,5901
5902,Passenger,Female,5,0_to_16,5902
5903,Passenger,Female,19,17_to_25,5903
5904,Driver,Male,50,40_to_64,5904
5905,Driver,Female,76,75_or_older,5905
5906,Passenger,Female,72,65_to_74,5906
5907,Driver,Male,54,40_to_64,5907
5908,Driver,Male,39,26_to_39,5908
5909,Pedal cyclist,Male,30,26_to_39,5909
5910,Driver,Female,89,75_or_older,5910
5911,Pedestrian,Female,31,26_to_39,5911
5912,Passenger,Male,18,17_to_25,5912
5913,Driver,Male,43,40_to_64,5913
5914,Driver,Male,90,75_or_older,5914
5915,Driver,Male,21,17_to_25,5915
5916,Driver,Male,45,40_to_64,5916
5917,Driver,Male,80,75_or_older,5917
5918,Passenger,Male,78,75_or_older,5918
5919,Driver,Male,75,75_or_older,5919
5920,Motorcycle rider,Male,46,40_to_64,5920
5921,Motorcycle rider,Male,48,40_to_64,5921
5922,Driver,Male,67,65_to_74,5922
5923,Pedestrian,Female,81,75_or_older,5923
5924,Driver,Male,56,40_to_64,5924
5925,Driver,Male,38,26_to_39,5925
5926,Driver,Male,21,17_to_25,5926
5927,Motorcycle rider,Male,37,26_to_39,5927
5928,Pedestrian,Male,36,26_to_39,5928
5929,Driver,Male,23,17_to_25,5929
5930,Passenger,Female,69,65_to_74,5930
5931,Driver,Male,20,17_to_25,5931
5932,Driver,Male,77,75_or_older,5932
5933,Pedestrian,Male,56,40_to_64,5933
5934,Driver,Male,56,40_to_64,5934
5935,Motorcycle rider,Male,53,40_to_64,5935
5936,Passenger,Male,26,26_to_39,5936
5937,Motorcycle rider,Male,21,17_to_25,5937
5938,Motorcycle rider,Male,26,26_to_39,5938
5939,Pedestrian,Female,24,17_to_25,5939
5940,Driver,Female,15,0_to_16,5940
5941,Driver,Male,39,26_to_39,5941
5942,Pedestrian,Male,43,40_to_64,5942
5943,Pedestrian,Male,47,40_to_64,5943
5944,Driver,Female,70,65_to_74,5944
5945,Motorcycle rider,Male,27,26_to_39,5945
5946,Motorcycle rider,Male,57,40_to_64,5946
5947,Motorcycle rider,Male,59,40_to_64,5947
5948,Pedestrian,Male,71,65_to_74,5948
5949,Driver,Male,81,75_or_older,5949
5950,Motorcycle rider,Male,63,40_to_64,5950
5951,Driver,Female,48,40_to_64,5951
5952,Driver,Male,47,40_to_64,5952
5953,Driver,Female,84,75_or_older,5953
5954,Driver,Male,56,40_to_64,5954
5955,Motorcycle rider,Male,50,40_to_64,5955
5956,Driver,Male,53,40_to_64,5956
5957,Driver,Male,55,40_to_64,5957
5958,Driver,Male,72,65_to_74,5958
5959,Pedestrian,Male,86,75_or_older,5959
5960,Pedestrian,Female,49,40_to_64,5960
5961,Driver,Male,31,26_to_39,5961
5962,Passenger,Female,4,0_to_16,5962
5963,Passenger,Male,6,0_to_16,5963
5964,Driver,Male,35,26_to_39,5964
5965,Driver,Male,65,65_to_74,5965
5966,Passenger,Male,18,17_to_25,5966
5967,Driver,Male,19,17_to_25,5967
5968,Passenger,Male,19,17_to_25,5968
5969,Passenger,Male,18,17_to_25,5969
5970,Driver,Female,37,26_to_39,5970
5971,Driver,Male,47,40_to_64,5971
5972,Motorcycle rider,Male,44,40_to_64,5972
5973,Driver,Female,38,26_to_39,5973
5974,Motorcycle rider,Male,70,65_to_74,5974
5975,Driver,Male,25,17_to_25,5975
5976,Passenger,Female,75,75_or_older,5976
5977,Driver,Male,47,40_to_64,5977
5978,Driver,Male,43,40_to_64,5978
5979,Passenger,Male,36,26_to_39,5979
5980,Passenger,Male,31,26_to_39,5980
5981,Driver,Male,86,75_or_older,5981
5982,Driver,Male,67,65_to_74,5982
5983,Passenger,Male,79,75_or_older,5983
5984,Passenger,Male,12,0_to_16,5984
5985,Motorcycle rider,Male,30,26_to_39,5985
5986,Motorcycle rider,Male,29,26_to_39,5986
5987,Motorcycle rider,Male,30,26_to_39,5987
5988,Passenger,Male,71,65_to_74,5988
5989,Pedestrian,Male,61,40_to_64,5989
5990,Driver,Male,53,40_to_64,5990
5991,Pedal cyclist,Male,62,40_to_64,5991
5992,Passenger,Female,9,0_to_16,5992
5993,Motorcycle rider,Male,49,40_to_64,5993
5994,Driver,Male,78,75_or_older,5994
5995,Driver,Male,51,40_to_64,5995
5996,Motorcycle rider,Male,55,40_to_64,5996
5997,Driver,Female,68,65_to_74,5997
5998,Motorcycle rider,Male,64,40_to_64,5998
5999,Pedal cyclist,Male,59,40_to_64,5999
6000,Passenger,Female,24,17_to_25,6000
6001,Motorcycle rider,Male,59,40_to_64,6001
6002,Motorcycle rider,Male,48,40_to_64,6002
6003,Passenger,Female,33,26_to_39,6003
6004,Passenger,Male,20,17_to_25,6004
6005,Driver,Female,36,26_to_39,6005
6006,Driver,Male,53,40_to_64,6006
6007,Pedal cyclist,Female,50,40_to_64,6007
6008,Driver,Male,22,17_to_25,6008
6009,Passenger,Male,18,17_to_25,6009
6010,Passenger,Female,90,75_or_older,6010
6011,Pedestrian,Female,47,40_to_64,6011
6012,Motorcycle rider,Male,57,40_to_64,6012
6013,Pedestrian,Female,89,75_or_older,6013
6014,Passenger,Male,21,17_to_25,6014
6015,Motorcycle rider,Female,46,40_to_64,6015
6016,Pedal cyclist,Female,21,17_to_25,6016
6017,Driver,Female,78,75_or_older,6017
6018,Driver,Female,41,40_to_64,6018
6019,Driver,Male,52,40_to_64,6019
6020,Driver,Male,33,26_to_39,6020
6021,Driver,Male,64,40_to_64,6021
6022,Driver,Male,63,40_to_64,6022
6023,Driver,Male,30,26_to_39,6023
6024,Driver,Female,77,75_or_older,6024
6025,Motorcycle rider,Male,73,65_to_74,6025
6026,Passenger,Female,49,40_to_64,6026
6027,Driver,Male,60,40_to_64,6027
6028,Driver,Male,32,26_to_39,6028
6029,Motorcycle rider,Male,16,0_to_16,6029
6030,Motorcycle rider,Male,73,65_to_74,6030
6031,Driver,Female,35,26_to_39,6031
6032,Motorcycle rider,Male,42,40_to_64,6032
6033,Driver,Female,45,40_to_64,6033
6034,Passenger,Female,62,40_to_64,6034
6035,Driver,Female,66,65_to_74,6035
6036,Driver,Female,50,40_to_64,6036
6037,Passenger,Male,25,17_to_25,6037
6038,Driver,Male,28,26_to_39,6038
6039,Driver,Male,56,40_to_64,6039
6040,Driver,Male,47,40_to_64,6040
6041,Motorcycle rider,Male,57,40_to_64,6041
6042,Pedestrian,Male,40,40_to_64,6042
6043,Pedestrian,Female,56,40_to_64,6043
6044,Motorcycle rider,Male,17,17_to_25,6044
6045,Passenger,Female,60,40_to_64,6045
6046,Motorcycle rider,Male,48,40_to_64,6046
6047,Driver,Female,86,75_or_older,6047
6048,Passenger,Male,80,75_or_older,6048
6049,Passenger,Female,66,65_to_74,6049
6050,Driver,Male,60,40_to_64,6050
6051,Motorcycle rider,Male,47,40_to_64,6051
6052,Driver,Male,31,26_to_39,6052
6053,Driver,Male,39,26_to_39,6053
6054,Driver,Female,43,40_to_64,6054
6055,Motorcycle rider,Male,25,17_to_25,6055
6056,Pedestrian,Male,69,65_to_74,6056
6057,Driver,Male,88,75_or_older,6057
6058,Motorcycle rider,Female,49,40_to_64,6058
6059,Motorcycle rider,Male,57,40_to_64,6059
6060,Driver,Male,85,75_or_older,6060
6061,Pedestrian,Male,35,26_to_39,6061
6062,Pedestrian,Male,86,75_or_older,6062
6063,Pedestrian,Male,62,40_to_64,6063
6064,Motorcycle rider,Male,61,40_to_64,6064
6065,Motorcycle rider,Male,24,17_to_25,6065
6066,Passenger,Male,0,0_to_16,6066
6067,Driver,Male,45,40_to_64,6067
6068,Driver,Male,19,17_to_25,6068
6069,Pedestrian,Male,24,17_to_25,6069
6070,Driver,Male,31,26_to_39,6070
6071,Driver,Male,40,40_to_64,6071
6072,Driver,Male,81,75_or_older,6072
6073,Pedal cyclist,Male,49,40_to_64,6073
6074,Motorcycle rider,Male,41,40_to_64,6074
6075,Driver,Female,89,75_or_older,6075
6076,Motorcycle rider,Male,24,17_to_25,6076
6077,Pedal cyclist,Male,18,17_to_25,6077
6078,Pedestrian,Female,74,65_to_74,6078
6079,Motorcycle rider,Male,60,40_to_64,6079
6080,Driver,Male,69,65_to_74,6080
6081,Driver,Male,28,26_to_39,6081
6082,Motorcycle rider,Male,23,17_to_25,6082
6083,Pedal cyclist,Male,75,75_or_older,6083
6084,Passenger,Female,10,0_to_16,6084
6085,Motorcycle rider,Male,57,40_to_64,6085
6086,Pedestrian,Male,6,0_to_16,6086
6087,Passenger,Female,17,17_to_25,6087
6088,Driver,Male,64,40_to_64,6088
6089,Pedestrian,Male,70,65_to_74,6089
6090,Driver,Female,47,40_to_64,6090
6091,Driver,Male,25,17_to_25,6091
6092,Motorcycle rider,Male,26,26_to_39,6092
6093,Motorcycle rider,Male,24,17_to_25,6093
6094,Motorcycle rider,Male,47,40_to_64,6094
6095,Motorcycle rider,Male,46,40_to_64,6095
6096,Motorcycle rider,Male,44,40_to_64,6096
6097,Driver,Female,44,40_to_64,6097
6098,Pedestrian,Female,81,75_or_older,6098
6099,Driver,Male,80,75_or_older,6099
6100,Passenger,Female,80,75_or_older,6100
6101,Driver,Male,61,40_to_64,6101
6102,Pedestrian,Female,84,75_or_older,6102
6103,Driver,Male,55,40_to_64,6103
6104,Driver,Male,35,26_to_39,6104
6105,Motorcycle rider,Male,68,65_to_74,6105
6106,Pedal cyclist,Male,51,40_to_64,6106
6107,Driver,Male,70,65_to_74,6107
6108,Pedal cyclist,Male,15,0_to_16,6108
6109,Motorcycle rider,Male,28,26_to_39,6109
6110,Pedestrian,Male,27,26_to_39,6110
6111,Pedal cyclist,Male,49,40_to_64,6111
6112,Driver,Male,30,26_to_39,6112
6113,Driver,Female,27,26_to_39,6113
6114,Motorcycle rider,Male,32,26_to_39,6114
6115,Pedestrian,Female,87,75_or_older,6115
6116,Driver,Male,58,40_to_64,6116
6117,Pedestrian,Male,81,75_or_older,6117
6118,Pedestrian,Male,86,75_or_older,6118
6119,Pedestrian,Male,74,65_to_74,6119
6120,Pedestrian,Male,76,75_or_older,6120
6121,Motorcycle rider,Male,83,75_or_older,6121
6122,Driver,Male,34,26_to_39,6122
6123,Driver,Female,63,40_to_64,6123
6124,Driver,Male,19,17_to_25,6124
6125,Driver,Male,39,26_to_39,6125
6126,Passenger,Female,23,17_to_25,6126
6127,Passenger,Male,51,40_to_64,6127
6128,Driver,Female,61,40_to_64,6128
6129,Motorcycle rider,Male,24,17_to_25,6129
6130,Pedestrian,Male,67,65_to_74,6130
6131,Driver,Male,87,75_or_older,6131
6132,Passenger,Female,86,75_or_older,6132
6133,Driver,Female,49,40_to_64,6133
6134,Driver,Female,62,40_to_64,6134
6135,Driver,Female,27,26_to_39,6135
6136,Driver,Female,34,26_to_39,6136
6137,Driver,Male,32,26_to_39,6137
6138,Driver,Male,84,75_or_older,6138
6139,Pedestrian,Female,25,17_to_25,6139
6140,Driver,Male,45,40_to_64,6140
6141,Driver,Female,26,26_to_39,6141
6142,Motorcycle rider,Male,36,26_to_39,6142
6143,Driver,Male,82,75_or_older,6143
6144,Driver,Male,25,17_to_25,6144
6145,Driver,Male,44,40_to_64,6145
6146,Driver,Male,41,40_to_64,6146
6147,Motorcycle rider,Male,41,40_to_64,6147
6148,Motorcycle rider,Female,47,40_to_64,6148
6149,Passenger,Male,20,17_to_25,6149
6150,Driver,Male,44,40_to_64,6150
6151,Driver,Male,55,40_to_64,6151
6152,Pedestrian,Male,44,40_to_64,6152
6153,Driver,Male,20,17_to_25,6153
6154,Driver,Male,46,40_to_64,6154
6155,Driver,Male,64,40_to_64,6155
6156,Passenger,Male,39,26_to_39,6156
6157,Motorcycle rider,Female,69,65_to_74,6157
6158,Driver,Male,28,26_to_39,6158
6159,Driver,Male,40,40_to_64,6159
6160,Driver,Male,61,40_to_64,6160
6161,Passenger,Female,77,75_or_older,6161
6162,Motorcycle rider,Male,49,40_to_64,6162
6163,Driver,Male,40,40_to_64,6163
6164,Passenger,Female,75,75_or_older,6164
6165,Driver,Male,18,17_to_25,6165
6166,Motorcycle rider,Male,28,26_to_39,6166
6167,Motorcycle pillion passenger,Male,32,26_to_39,6167
6168,Driver,Male,21,17_to_25,6168
6169,Passenger,Female,19,17_to_25,6169
6170,Driver,Male,18,17_to_25,6170
6171,Driver,Male,23,17_to_25,6171
6172,Pedestrian,Male,38,26_to_39,6172
6173,Driver,Male,43,40_to_64,6173
6174,Driver,Male,34,26_to_39,6174
6175,Driver,Male,86,75_or_older,6175
6176,Passenger,Female,83,75_or_older,6176
6177,Driver,Male,94,75_or_older,6177
6178,Motorcycle rider,Male,18,17_to_25,6178
6179,Passenger,Female,3,0_to_16,6179
6180,Driver,Male,63,40_to_64,6180
6181,Motorcycle rider,Male,59,40_to_64,6181
6182,Driver,Male,56,40_to_64,6182
6183,Passenger,Male,12,0_to_16,6183
6184,Driver,Male,26,26_to_39,6184
6185,Motorcycle rider,Male,23,17_to_25,6185
6186,Driver,Male,24,17_to_25,6186
6187,Driver,Male,59,40_to_64,6187
6188,Motorcycle pillion passenger,Male,23,17_to_25,6188
6189,Motorcycle rider,Male,24,17_to_25,6189
6190,Motorcycle rider,Male,52,40_to_64,6190
6191,Driver,Female,90,75_or_older,6191
6192,Motorcycle rider,Male,65,65_to_74,6192
6193,Passenger,Female,74,65_to_74,6193
6194,Pedestrian,Male,71,65_to_74,6194
6195,Motorcycle rider,Male,19,17_to_25,6195
6196,Passenger,Female,55,40_to_64,6196
6197,Passenger,Female,84,75_or_older,6197
6198,Pedestrian,Male,1,0_to_16,6198
6199,Passenger,Male,41,40_to_64,6199
6200,Driver,Female,34,26_to_39,6200
6201,Driver,Male,22,17_to_25,6201
6202,Motorcycle rider,Male,20,17_to_25,6202
6203,Driver,Male,43,40_to_64,6203
6204,Driver,Male,59,40_to_64,6204
6205,Motorcycle rider,Male,33,26_to_39,6205
6206,Motorcycle pillion passenger,Female,29,26_to_39,6206
6207,Pedestrian,Male,20,17_to_25,6207
6208,Driver,Male,46,40_to_64,6208
6209,Pedal cyclist,Male,60,40_to_64,6209
6210,Pedestrian,Male,93,75_or_older,6210
6211,Passenger,Female,19,17_to_25,6211
6212,Driver,Male,26,26_to_39,6212
6213,Passenger,Female,72,65_to_74,6213
6214,Passenger,Male,38,26_to_39,6214
6215,Passenger,Male,55,40_to_64,6215
6216,Driver,Male,29,26_to_39,6216
6217,Passenger,Female,30,26_to_39,6217
6218,Motorcycle rider,Male,57,40_to_64,6218
6219,Driver,Female,52,40_to_64,6219
6220,Driver,Male,38,26_to_39,6220
6221,Driver,Male,38,26_to_39,6221
6222,Passenger,Male,29,26_to_39,6222
6223,Motorcycle rider,Male,51,40_to_64,6223
6224,Passenger,Male,24,17_to_25,6224
6225,Pedestrian,Male,30,26_to_39,6225
6226,Driver,Male,45,40_to_64,6226
6227,Pedestrian,Female,77,75_or_older,6227
6228,Driver,Male,82,75_or_older,6228
6229,Motorcycle rider,Male,24,17_to_25,6229
6230,Driver,Male,32,26_to_39,6230
6231,Driver,Male,28,26_to_39,6231
6232,Motorcycle rider,Male,27,26_to_39,6232
6233,Driver,Male,45,40_to_64,6233
6234,Driver,Male,28,26_to_39,6234
6235,Driver,Male,52,40_to_64,6235
6236,Motorcycle rider,Male,62,40_to_64,6236
6237,Passenger,Male,11,0_to_16,6237
6238,Pedestrian,Female,52,40_to_64,6238
6239,Driver,Male,34,26_to_39,6239
6240,Pedestrian,Male,72,65_to_74,6240
6241,Driver,Female,79,75_or_older,6241
6242,Passenger,Male,54,40_to_64,6242
6243,Driver,Male,80,75_or_older,6243
6244,Driver,Male,78,75_or_older,6244
6245,Pedestrian,Female,82,75_or_older,6245
6246,Driver,Female,32,26_to_39,6246
6247,Driver,Male,63,40_to_64,6247
6248,Motorcycle rider,Male,41,40_to_64,6248
6249,Driver,Female,47,40_to_64,6249
6250,Passenger,Female,16,0_to_16,6250
6251,Passenger,Male,44,40_to_64,6251
6252,Driver,Male,42,40_to_64,6252
6253,Pedestrian,Male,17,17_to_25,6253
6254,Driver,Male,34,26_to_39,6254
6255,Driver,Male,24,17_to_25,6255
6256,Pedestrian,Male,24,17_to_25,6256
6257,Pedestrian,Male,20,17_to_25,6257
6258,Passenger,Male,40,40_to_64,6258
6259,Motorcycle rider,Male,67,65_to_74,6259
6260,Pedestrian,Male,1,0_to_16,6260
6261,Passenger,Female,89,75_or_older,6261
6262,Driver,Male,30,26_to_39,6262
6263,Driver,Male,67,65_to_74,6263
6264,Driver,Male,61,40_to_64,6264
6265,Passenger,Male,47,40_to_64,6265
6266,Driver,Male,22,17_to_25,6266
6267,Driver,Male,28,26_to_39,6267
6268,Pedestrian,Male,29,26_to_39,6268
6269,Pedestrian,Male,38,26_to_39,6269
6270,Passenger,Female,21,17_to_25,6270
6271,Pedestrian,Male,20,17_to_25,6271
6272,Driver,Male,49,40_to_64,6272
6273,Driver,Male,45,40_to_64,6273
6274,Driver,Female,19,17_to_25,6274
6275,Driver,Male,30,26_to_39,6275
6276,Motorcycle rider,Male,33,26_to_39,6276
6277,Driver,Male,52,40_to_64,6277
6278,Pedestrian,Male,76,75_or_older,6278
6279,Pedestrian,Female,75,75_or_older,6279
6280,Passenger,Female,51,40_to_64,6280
6281,Driver,Male,21,17_to_25,6281
6282,Pedal cyclist,Male,43,40_to_64,6282
6283,Pedestrian,Male,32,26_to_39,6283
6284,Pedestrian,Male,21,17_to_25,6284
6285,Driver,Male,32,26_to_39,6285
6286,Passenger,Female,19,17_to_25,6286
6287,Passenger,Male,41,40_to_64,6287
6288,Motorcycle rider,Male,66,65_to_74,6288
6289,Driver,Male,21,17_to_25,6289
6290,Driver,Female,69,65_to_74,6290
6291,Motorcycle rider,Male,28,26_to_39,6291
6292,Driver,Male,52,40_to_64,6292
6293,Pedestrian,Male,29,26_to_39,6293
6294,Driver,Male,27,26_to_39,6294
6295,Passenger,Male,27,26_to_39,6295
6296,Driver,Male,22,17_to_25,6296
6297,Driver,Male,20,17_to_25,6297
6298,Driver,Male,16,0_to_16,6298
6299,Passenger,Male,18,17_to_25,6299
6300,Driver,Male,56,40_to_64,6300
6301,Motorcycle rider,Male,29,26_to_39,6301
6302,Pedal cyclist,Male,46,40_to_64,6302
6303,Motorcycle rider,Male,69,65_to_74,6303
6304,Motorcycle rider,Male,17,17_to_25,6304
6305,Motorcycle rider,Male,51,40_to_64,6305
6306,Driver,Male,66,65_to_74,6306
6307,Motorcycle rider,Male,54,40_to_64,6307
6308,Driver,Male,66,65_to_74,6308
6309,Passenger,Male,3,0_to_16,6309
6310,Driver,Male,19,17_to_25,6310
6311,Driver,Male,45,40_to_64,6311
6312,Passenger,Female,69,65_to_74,6312
6313,Passenger,Female,25,17_to_25,6313
6314,Driver,Female,49,40_to_64,6314
6315,Driver,Female,18,17_to_25,6315
6316,Passenger,Male,90,75_or_older,6316
6317,Driver,Female,76,75_or_older,6317
6318,Driver,Male,85,75_or_older,6318
6319,Pedestrian,Male,62,40_to_64,6319
6320,Driver,Female,18,17_to_25,6320
6321,Passenger,Male,18,17_to_25,6321
6322,Motorcycle rider,Male,53,40_to_64,6322
6323,Passenger,Male,7,0_to_16,6323
6324,Driver,Male,62,40_to_64,6324
6325,Driver,Male,29,26_to_39,6325
6326,Pedestrian,Female,52,40_to_64,6326
6327,Passenger,Female,29,26_to_39,6327
6328,Driver,Female,17,17_to_25,6328
6329,Passenger,Male,18,17_to_25,6329
6330,Pedestrian,Female,55,40_to_64,6330
6331,Driver,Male,31,26_to_39,6331
6332,Driver,Male,17,17_to_25,6332
6333,Pedal cyclist,Male,65,65_to_74,6333
6334,Pedestrian,Male,15,0_to_16,6334
6335,Passenger,Male,24,17_to_25,6335
6336,Driver,Male,60,40_to_64,6336
6337,Pedestrian,Female,44,40_to_64,6337
6338,Pedestrian,Male,24,17_to_25,6338
6339,Pedestrian,Female,89,75_or_older,6339
6340,Driver,Male,82,75_or_older,6340
6341,Driver,Female,80,75_or_older,6341
6342,Driver,Female,50,40_to_64,6342
6343,Pedestrian,Female,70,65_to_74,6343
6344,Pedestrian,Male,39,26_to_39,6344
6345,Pedestrian,Male,81,75_or_older,6345
6346,Driver,Female,74,65_to_74,6346
6347,Pedal cyclist,Male,48,40_to_64,6347
6348,Passenger,Male,19,17_to_25,6348
6349,Motorcycle rider,Male,20,17_to_25,6349
6350,Motorcycle rider,Male,62,40_to_64,6350
6351,Driver,Male,65,65_to_74,6351
6352,Motorcycle rider,Male,28,26_to_39,6352
6353,Driver,Male,58,40_to_64,6353
6354,Driver,Male,35,26_to_39,6354
6355,Motorcycle rider,Male,62,40_to_64,6355
6356,Driver,Male,71,65_to_74,6356
6357,Pedestrian,Male,79,75_or_older,6357
6358,Motorcycle rider,Male,29,26_to_39,6358
6359,Driver,Male,60,40_to_64,6359
6360,Passenger,Male,12,0_to_16,6360
6361,Driver,Female,37,26_to_39,6361
6362,Motorcycle rider,Male,51,40_to_64,6362
6363,Driver,Male,26,26_to_39,6363
6364,Driver,Male,22,17_to_25,6364
6365,Driver,Male,37,26_to_39,6365
6366,Motorcycle rider,Male,42,40_to_64,6366
6367,Pedal cyclist,Male,44,40_to_64,6367
6368,Driver,Female,46,40_to_64,6368
6369,Passenger,Female,12,0_to_16,6369
6370,Driver,Female,19,17_to_25,6370
6371,Driver,Male,71,65_to_74,6371
6372,Pedestrian,Male,92,75_or_older,6372
6373,Pedestrian,Male,87,75_or_older,6373
6374,Driver,Female,18,17_to_25,6374
6375,Pedestrian,Male,70,65_to_74,6375
6376,Motorcycle rider,Male,16,0_to_16,6376
6377,Motorcycle rider,Male,66,65_to_74,6377
6378,Motorcycle rider,Male,20,17_to_25,6378
6379,Driver,Male,46,40_to_64,6379
6380,Motorcycle rider,Male,61,40_to_64,6380
6381,Driver,Male,76,75_or_older,6381
6382,Motorcycle rider,Male,37,26_to_39,6382
6383,Driver,Male,84,75_or_older,6383
6384,Motorcycle rider,Male,72,65_to_74,6384
6385,Motorcycle rider,Male,59,40_to_64,6385
6386,Driver,Female,52,40_to_64,6386
6387,Motorcycle rider,Male,64,40_to_64,6387
6388,Driver,Male,83,75_or_older,6388
6389,Passenger,Female,23,17_to_25,6389
6390,Driver,Male,29,26_to_39,6390
6391,Passenger,Male,45,40_to_64,6391
6392,Driver,Male,58,40_to_64,6392
6393,Pedestrian,Male,18,17_to_25,6393
6394,Passenger,Female,20,17_to_25,6394
6395,Pedestrian,Male,27,26_to_39,6395
6396,Driver,Male,65,65_to_74,6396
6397,Pedestrian,Male,18,17_to_25,6397
6398,Pedestrian,Male,21,17_to_25,6398
6399,Passenger,Male,42,40_to_64,6399
6400,Driver,Male,41,40_to_64,6400
6401,Driver,Male,44,40_to_64,6401
6402,Passenger,Male,20,17_to_25,6402
6403,Driver,Male,28,26_to_39,6403
6404,Driver,Male,43,40_to_64,6404
6405,Passenger,Male,34,26_to_39,6405
6406,Motorcycle rider,Male,55,40_to_64,6406
6407,Driver,Female,20,17_to_25,6407
6408,Motorcycle rider,Male,63,40_to_64,6408
